relative_coverage,vaccine_efficacy,total_hospitalizations,age0,age1,age5,age10,age15,age20,age25,age30,age35,age40,age45,age50,age55,age60,age65,age70,age75
0.0,0.001,1876528.4460141726,31862.471044470596,128062.30107011327,22839.285594347108,25013.688298784597,87153.784320835635,155979.1258226776,154665.86206170317,149855.17028121316,143083.04993236941,135051.01002663752,136129.49670268045,175518.28997599619,161196.66270208071,137283.74608732376,91187.460917298711,51593.909307412352,90053.131868228549
0.01,0.001,2227274.6052912138,34659.343270175727,139303.15496904048,44707.531630705533,47375.052696148443,88476.405422677053,136879.90531340183,137589.01110757212,133204.12322120176,126792.511758704,119348.57767146554,120731.06081067599,234027.91260741261,214882.16175104381,183487.00741309876,179087.28537358466,104436.9761236968,182286.58415060877
0.02,0.001,2328353.0459268554,28802.547512575977,115763.32359273909,32948.951925276211,35057.040860665038,95992.855326957797,180131.16458551117,177398.36793786229,170686.32206148485,162761.57161016989,153749.35997294309,158085.35183392477,189210.31046144423,179818.53744284838,156233.12965948097,183266.19477048275,112349.9504586946,196098.06591379398
0.029999999999999999,0.001,2831628.1506912392,29720.279489146098,119451.4295877415,42299.52053692333,44448.652792196917,124657.80767702947,235841.42903784569,228318.03487425979,220247.85958013381,209704.17794282676,197677.89964887622,201684.54107892432,289623.87054234132,272273.61143820384,234161.56514766766,146581.75726642192,85573.628482745946,149362.08556795458
0.040000000000000001,0.001,1919071.7938928714,32361.692161075269,130066.9768279189,25653.245324061649,28636.932268731605,86224.099161445905,148921.56555558956,139534.65638658212,135213.39914824712,129145.13277240816,122051.40833184446,122885.53450314817,188709.18629594505,173277.48777313525,147389.93048053075,121038.8293058308,68463.693257476902,119498.02433889969
0.050000000000000003,0.001,2329703.1558470442,40307.398773790155,162001.96073324239,34348.495411604512,37560.49397042796,88874.179066443976,147013.34734234572,138646.53934970486,134384.92136846407,128259.58906940177,121017.55118896726,121809.61635494037,279321.50055958668,258066.63554201787,220971.47796757572,161956.6976441005,92941.180104331841,162221.57140009801
0.059999999999999998,0.001,2674063.1210772712,38448.987844335978,154532.42699976009,30981.20291109832,32932.139248233987,97690.630347361483,185391.23927057884,180720.22959358012,174412.46382536643,166054.95327773679,156554.266203259,159653.08525477411,292699.93864775007,276532.22873550182,238253.81061581691,186434.37297812139,110282.19060625345,192488.95471774245
0.070000000000000007,0.001,1956015.3359338734,35250.538492015519,141676.86249159375,39244.228681306718,41892.727143604956,83045.268062055053,133832.17804562455,126754.08582521226,122560.72447036691,116898.77317737711,110308.61867769316,111926.52877765032,222880.77464851033,206326.69638290993,176747.24322963553,111033.78210464198,63974.250857047307,111662.05486662811
0.080000000000000002,0.001,2114536.8055551853,34979.581193127422,140587.3185381876,33193.346347709659,36195.923243334029,93890.153318015087,163654.38938868782,158110.15311272864,152826.11907976377,145871.04336165008,137736.55323379725,139886.29366078362,178372.84343425478,166165.19493222577,142911.11801278638,149976.13907643183,87484.05291750333,152696.58270419814
0.089999999999999997,0.001,2637555.1773441564,43347.991868614685,174220.83693594427,48284.638337684046,51887.47360288912,102325.83576337443,162767.73397999728,168726.20851231334,163035.40810599001,155321.08844313709,146358.56009517098,149050.44679950428,261306.25730692974,244245.857646936,210096.23481232888,212973.12249555072,125156.53089297893,218450.95174481237
0.10000000000000001,0.001,2828001.4312607725,37302.311010302248,149922.75040198857,34944.447550270575,37509.067079203807,121837.99083916147,231958.13402747409,229105.92555319107,221012.81458947653,210786.14411589922,198965.70712567863,203207.40925891779,237338.49502114946,224870.39725351665,194784.50411394,187192.09480296003,111918.40343729869,195344.83508034376
0.11,0.001,2005254.3620408969,25037.609346750243,100627.65118932599,34432.073563161146,38006.035392176615,108591.62922592435,194996.59870719194,191618.51808306022,185649.94296751771,176929.78912853717,166594.87797842413,167954.41876134035,144873.2991668738,131475.24278233535,111800.09460559429,88445.886292233597,50345.886059023454,87874.808791426505
0.12,0.001,3002729.0916716303,44822.470714989657,180146.31437513637,41518.687534689889,44164.167074625788,121981.73807815528,221012.85003636376,209095.96254092501,202006.84659908744,192756.59796286066,182007.8876406182,185067.40691916866,279285.86518048844,264984.41650229576,229535.50398179149,226748.20213261867,137535.93465333548,240058.23974448006
0.13,0.001,2095728.3887626426,32334.394604515528,129954.15981340327,38574.024386451252,42169.238166492949,98621.327918209994,168746.4841350558,166088.3922003003,160393.33032695629,152851.59431646945,144210.64377876627,146896.07496635726,185376.09327283513,172977.75993583474,148153.39480025007,119677.24645948042,68734.147907647508,119970.08177361618
0.14000000000000001,0.001,1589543.2577234628,23181.762879970229,93168.256071210169,28549.094037333161,31425.38572093688,74457.838160626095,126021.42479624154,123698.48384369836,119581.17547843003,114141.12043573699,107769.43740929416,109562.82289848127,143650.39205865408,132104.63973446615,113373.84023248334,95260.586202172752,55946.59275979083,97650.405003936685
0.14999999999999999,0.001,2855464.4013517359,44722.560856892705,179744.08646228764,66983.31566009362,70048.402731212584,121763.58392086238,192787.29175288827,192374.3368628911,184999.90818398219,176200.01580265892,166299.97034593808,171264.27941929988,276300.36823880614,261916.91900990182,226159.01464387076,200529.89829173608,117785.33824060038,205585.11092781421
0.16,0.001,1066876.5815092174,12084.044455253204,48565.758661639877,17250.827768175277,19171.068055234173,56161.42970991788,97004.726143936874,98425.364501268079,95492.661349102695,91093.696582782795,85794.377119315934,86246.43303606777,103230.63048334882,91895.885557492249,77893.403675637121,33752.885119048529,19236.897475451773,33576.491815544388
0.17000000000000001,0.001,2337724.6073275981,37644.434890793898,151295.98337544251,34409.66339234155,36065.862297170759,86195.93171139386,154182.34250296871,149137.79522475749,143665.55364753562,136968.56045110169,129339.27503470289,132593.09733920865,232176.06571976846,219994.65993757304,190331.02745174084,188936.19709102259,114659.30018087648,200128.85707919928
0.17999999999999999,0.001,3188339.0179909701,36964.409091037072,148561.75991982795,39116.591148705586,40959.256021710389,133834.93970729859,264354.55218647223,260508.66995595419,250784.73411684795,238993.85969804777,225591.8567877294,231709.0069869415,277261.80024915875,259409.84599330361,223262.73481893126,212522.96411038539,125482.3647041487,219019.67249446927
0.19,0.001,2692999.4080006881,27040.700214253586,108675.07585407482,40371.741849760372,45536.562763896327,148550.23448749431,264203.99084733339,263623.05244958022,255469.52969177678,244011.70458424962,230298.01572607123,232622.02889961266,169826.36661162146,156133.88896687719,133437.21595200014,144194.58268469278,83413.307002247137,145591.40941514581
0.20000000000000001,0.001,1848509.9772159324,26838.025284928161,107860.75051276227,21240.490437470937,24102.964894656026,92120.943685655438,172854.32850825172,161497.15134116885,156429.28657289903,149303.32794430669,140880.3919810029,141850.38176052357,154488.20512306815,140679.13479369436,119542.97505366802,91685.280454731837,53593.344924284982,93542.993942859539
